Wall time,Step,Value
1607119064.537644,7,1.5555555364699103e-05
1607119286.268151,20,4.444444493856281e-05
1607119388.268482,26,5.7777779147727415e-05
1607119660.517128,42,9.333333582617342e-05
1607119694.461788,44,9.777777449926361e-05
1607119745.734827,47,0.00010444444342283532
1607119882.33795,55,0.00012222221994306892
1607119933.18783,58,0.00012888888886664063
1607120188.19803,73,0.00016222221893258393
1607120239.309535,76,0.00016888888785615563
1607120579.104858,96,0.00021333333279471844
1607120715.449584,104,0.00023111111659090966
1607120766.389432,107,0.00023777777096256614
1607120783.346569,108,0.00023999999393709004
1607120902.290604,115,0.00025555555475875735
1607121123.981286,128,0.0002844444534275681
1607121345.322356,141,0.00031333332299254835
1607121533.073778,152,0.00033777777571231127
1607121618.37962,157,0.0003488888905849308
1607121669.745613,160,0.0003555555595085025
1607121823.21891,169,0.0003755555662792176
1607121840.382856,170,0.0003777777892537415
1607122010.694728,180,0.00039999998989515007
1607122095.737943,185,0.0004111111047677696
1607122129.670278,187,0.0004155555507168174
1607122146.710509,188,0.0004177777736913413
1607122214.674588,192,0.0004266666655894369
1607122350.707738,200,0.0004444444493856281
1607122486.909031,208,0.0004622222331818193
1607122503.879383,209,0.0004644444561563432
1607122588.849813,214,0.0004755555419251323
1607122775.985228,225,0.0005000000237487257
1607122878.323517,231,0.0005133333615958691
1607122963.202086,236,0.0005244444473646581
1607123218.513008,251,0.0005577777628786862
1607123320.798414,257,0.0005711111007258296
1607123405.713356,262,0.0005822222447022796
1607123524.9745,269,0.0005977777764201164
1607123592.895172,273,0.000606666668318212
1607123626.900971,275,0.0006111111142672598
1607123950.052869,294,0.0006533333216793835
1607124035.181897,299,0.0006644444656558335
1607124052.153233,300,0.0006666666595265269
1607124137.43876,305,0.0006777778035029769
1607124222.728488,310,0.000688888889271766
1607124256.779983,312,0.0006933333352208138
1607124392.941735,320,0.000711111119017005
1607124410.003651,321,0.0007133333128876984
1607124597.305452,332,0.0007377777947112918
1607124750.279786,341,0.0007577777723781765
1607124886.471644,349,0.0007755555561743677
1607125159.309925,365,0.0008111111237667501
1607125227.387738,369,0.0008200000156648457
1607125397.780367,379,0.0008422222454100847
1607126146.935501,423,0.0009399999980814755
1607126164.007729,424,0.0009422222501598299
1607126300.25347,432,0.0009599999757483602
1607126453.629957,441,0.0009800000116229057
1607126487.769856,443,0.0009844443993642926
1607126504.899337,444,0.000986666651442647
1607126555.854798,447,0.0009933332912623882
1607126659.108626,453,0.0009999991161748767
1607126812.519568,462,0.000999986776150763
1607126863.895555,465,0.0009999793255701661
1607126880.976806,466,0.0009999764151871204
1607127051.631046,476,0.000999937765300274
1607127341.448544,493,0.0009998298482969403
