Wall time,Step,Value
1607205369.499685,18,0.013573003001511097
1607205371.777719,24,0.013653004541993141
1607205382.813622,40,0.013866339810192585
1607205383.431284,42,0.013893007300794125
1607205388.406862,45,0.01393300760537386
1607205394.614308,56,0.014079676009714603
1607205404.571232,71,0.014279678463935852
1607205407.103422,74,0.014319678768515587
1607205421.509296,94,0.01458634901791811
1607205427.79284,106,0.014746351167559624
1607205439.445352,126,0.015013021416962147
1607205453.609053,155,0.015399692580103874
1607205454.742339,158,0.015439692884683609
1607205460.34217,167,0.015559694729745388
1607205469.746184,183,0.015773029997944832
1607205470.408194,185,0.01579969748854637
1607205500.308196,229,0.016386371105909348
1607205502.486588,234,0.016453038901090622
1607205513.428829,249,0.016653042286634445
1607205518.908012,255,0.016733042895793915
1607205521.762471,260,0.01679971069097519
1607205525.030671,267,0.016893044114112854
1607205529.231373,273,0.016973044723272324
1607205551.06339,308,0.017439719289541245
1607205551.837597,310,0.017466384917497635
1607205559.383228,318,0.017573053017258644
1607205572.295023,339,0.017853057011961937
1607205580.063852,347,0.017959725111722946
1607205590.473636,367,0.018226394429802895
1607205621.968851,421,0.01894640363752842
1607205622.451903,422,0.018959736451506615
1607205632.424701,439,0.019186407327651978
1607205633.826304,442,0.019226407632231712
1607205635.594367,445,0.019266407936811447
1607205643.353717,460,0.01946640945971012
1607205645.504468,463,0.019506409764289856
1607205645.763911,464,0.0195197444409132
1607205652.552429,474,0.0196530781686306
1607205664.594639,493,0.019906416535377502
1607205677.839065,514,0.020186418667435646
1607205687.474586,531,0.02041308954358101
1607205690.882405,536,0.020479755476117134
1607205705.771443,563,0.020839760079979897
1607205713.433638,573,0.020973095670342445
1607205716.953117,579,0.021053096279501915
1607205720.878631,586,0.02114643156528473
1607205721.474932,587,0.021159764379262924
1607205741.515787,620,0.021599769592285156
1607205742.498325,622,0.021626437082886696
1607205749.837147,634,0.021786440163850784
1607205753.896258,641,0.02187977358698845
1607205754.471852,642,0.021893106400966644
1607205755.442418,644,0.021919773891568184
1607205757.593325,647,0.02195977419614792
1607205758.934287,649,0.02198644168674946
1607205765.702274,661,0.022146444767713547
1607205771.715725,671,0.022279778495430946
1607205799.168361,714,0.022853119298815727
1607205804.374083,722,0.022959787398576736
1607205809.166156,730,0.023066455498337746
1607205814.236531,739,0.02318645641207695
1607205822.15563,752,0.023359792307019234
1607205824.770208,756,0.023413125425577164
1607205829.877678,765,0.023533128201961517
1607205832.239982,769,0.023586461320519447
1607205833.576491,771,0.023613128811120987
1607205834.606772,773,0.023639794439077377
1607205838.575701,780,0.02373312972486019
1607205841.780448,785,0.023799797520041466
1607205842.844762,787,0.023826465010643005
1607205846.137321,792,0.02389313280582428
1607205847.143014,794,0.02391979843378067
1607205849.633389,798,0.02397313341498375
1607205852.173802,802,0.02402646839618683
1607205856.232082,808,0.024106469005346298
1607205856.476547,809,0.024119801819324493
1607205871.090747,832,0.024426471441984177
1607205873.551554,836,0.024479806423187256
1607205894.918241,869,0.024919811636209488
1607205899.785839,876,0.025013145059347153
1607205903.476024,882,0.025093145668506622
1607205913.902791,896,0.02527981624007225
1607205917.494424,900,0.02533315122127533
1607205922.958439,907,0.025426484644412994
1607205924.362091,909,0.025453150272369385
1607205929.567923,917,0.025559820234775543
1607205940.174985,931,0.025746488943696022
1607205940.925786,932,0.025759821757674217
1607205948.339129,942,0.025893157348036766
1607205950.264207,945,0.0259331576526165
1607205957.493355,954,0.026053158566355705
1607205963.020661,962,0.026159826666116714
1607205969.190282,971,0.026279829442501068
1607205969.941632,972,0.026293162256479263
1607205973.958206,978,0.026373162865638733
1607205974.666075,979,0.026386495679616928
1607205978.941078,984,0.026453163474798203
1607205999.639882,1002,0.02669316716492176
1607206001.574077,1005,0.026733167469501495
1607206007.622366,1014,0.02685317024588585
1607206030.616519,1044,0.027253173291683197
1607206040.538448,1057,0.02742650918662548
1607206044.378375,1063,0.0275065116584301
1607206046.460251,1066,0.027546510100364685
1607206048.183682,1068,0.027573177590966225
1607206050.926441,1072,0.027626510709524155
1607206054.845274,1078,0.027706513181328773
1607206058.568423,1083,0.0277731791138649
1607206065.241022,1093,0.027906514704227448
1607206069.374118,1099,0.027986515313386917
1607206073.048566,1104,0.02805318310856819
1607206079.956479,1114,0.02818651869893074
1607206112.450617,1156,0.028746526688337326
1607206115.440805,1160,0.028799859806895256
1607206115.679069,1161,0.0288131944835186
1607206116.663058,1162,0.028826527297496796
1607206129.800015,1180,0.029066529124975204
1607206139.703412,1193,0.029239865019917488
1607206149.125564,1206,0.02941320091485977
1607206168.682409,1232,0.02975987270474434
1607206178.001874,1244,0.029919873923063278
1607206185.98839,1255,0.030066542327404022
1607206188.079938,1258,0.030106542631983757
1607206190.4895,1261,0.030146542936563492
1607206206.477478,1281,0.03041321411728859
1607206210.82003,1287,0.03049321472644806
1607206216.184055,1294,0.030586548149585724
1607206220.550121,1300,0.030666550621390343
1607206233.536703,1316,0.03087988682091236
1607206235.985787,1319,0.030919887125492096
1607206244.732809,1330,0.03106655552983284
1607206246.703723,1333,0.031106555834412575
1607206249.566363,1336,0.03114655613899231
1607206249.812329,1337,0.031159888952970505
1607206288.374061,1385,0.03179989755153656
1607206290.868183,1388,0.031839899718761444
1607206293.917882,1391,0.03187989816069603
1607206294.153513,1392,0.031893230974674225
1607206312.40621,1414,0.03218656778335571
1607206322.308889,1426,0.03234656900167465
1607206330.442899,1436,0.0324799045920372
1607206333.495886,1440,0.03253323957324028
1607206352.904454,1465,0.032866574823856354
1607206353.940136,1466,0.03287991136312485
1607206363.63111,1477,0.03302657976746559
1607206370.09674,1485,0.03313324600458145
1607206373.161142,1489,0.03318658098578453
1607206374.400017,1491,0.03321325033903122
1607206401.434637,1523,0.033639922738075256
1607206403.982241,1527,0.03369325399398804
1607206427.302473,1552,0.03402659296989441
1607206440.492506,1568,0.03423992544412613
1607206441.789224,1569,0.03425326198339462
1607206454.852518,1584,0.034453265368938446
1607206458.554513,1588,0.03450659662485123
1607206471.430472,1604,0.034719936549663544
1607206472.432,1605,0.03473326563835144
1607206492.072714,1627,0.03502660244703293
1607206496.935252,1632,0.0350932702422142
1607206500.611365,1637,0.03515993803739548
1607206504.03027,1640,0.03519994020462036
1607206507.831184,1645,0.035266607999801636
1607206510.180968,1648,0.03530661016702652
1607206521.332331,1660,0.03546661138534546
1607206528.635265,1668,0.03557327762246132
1607206534.746223,1675,0.03566661477088928
1607206540.73082,1682,0.03575994819402695
1607206550.058933,1691,0.035879947245121
1607206553.352604,1695,0.03593328222632408
1607206554.749417,1697,0.03595995157957077
1607206556.790403,1699,0.03598661720752716
1607206559.211997,1702,0.036026619374752045
1607206565.551208,1709,0.03611995279788971
1607206572.797072,1718,0.036239951848983765
