Wall time,Step,Value
1607205369.491911,18,15.740074157714844
1607205371.775731,24,5.72724723815918
1607205382.811443,40,4.267505168914795
1607205383.428791,42,7.243287563323975
1607205388.119913,45,3.2328786849975586
1607205392.655097,56,3.1312832832336426
1607205403.267405,71,3.1296679973602295
1607205407.102304,74,3.1081552505493164
1607205421.411742,94,3.248727560043335
1607205427.791165,106,3.7365524768829346
1607205438.604133,126,3.2432241439819336
1607205453.335675,155,3.1795310974121094
1607205454.741499,158,3.294254779815674
1607205460.3405,167,3.140460968017578
1607205469.729185,183,3.248021364212036
1607205470.406394,185,3.275831699371338
1607205500.306502,229,3.057094097137451
1607205502.484796,234,3.2549118995666504
1607205513.3823,249,3.5705084800720215
1607205518.804721,255,3.044633150100708
1607205521.658052,260,3.055391788482666
1607205524.917245,267,3.232543706893921
1607205529.229069,273,3.3166537284851074
1607205551.062367,308,2.9722602367401123
1607205551.828681,310,3.140596866607666
1607205559.27413,318,3.25107479095459
1607205572.203737,339,2.954320192337036
1607205580.020981,347,3.0558180809020996
1607205590.472827,367,3.7740378379821777
1607205621.966872,421,2.916426181793213
1607205622.45098,422,3.0099475383758545
1607205632.316142,439,2.9455292224884033
1607205633.824528,442,2.8313872814178467
1607205635.26095,445,3.1216068267822266
1607205643.327749,460,2.9748849868774414
1607205644.791679,463,2.97660493850708
1607205645.751281,464,2.993429183959961
1607205651.635542,474,3.149515151977539
1607205664.592989,493,3.1644461154937744
1607205677.838052,514,2.873622179031372
1607205687.472363,531,3.0124564170837402
1607205690.8818,536,2.8990163803100586
1607205705.767441,563,3.612806797027588
1607205713.058127,573,2.969090461730957
1607205716.948073,579,3.045119047164917
1607205720.87691,586,2.8771660327911377
1607205721.474172,587,2.860722541809082
1607205741.515113,620,3.8270297050476074
1607205742.480881,622,2.910658597946167
1607205749.835112,634,2.9106969833374023
1607205753.894119,641,2.867696762084961
1607205754.470976,642,2.872779130935669
1607205755.333668,644,3.061688184738159
1607205757.588857,647,2.904489517211914
1607205758.933396,649,2.9126474857330322
1607205765.300135,661,41.96099853515625
1607205771.715059,671,19.29819107055664
1607205799.16662,714,46.760318756103516
1607205804.367565,722,46.95454406738281
1607205809.164988,730,47.343719482421875
1607205814.234759,739,47.273494720458984
1607205822.154609,752,46.89175033569336
1607205824.76894,756,47.01754379272461
1607205829.875829,765,46.96673583984375
1607205832.238121,769,47.15175247192383
1607205833.088319,771,46.79576110839844
1607205834.604148,773,46.897708892822266
1607205838.467768,780,47.046470642089844
1607205841.779523,785,46.989837646484375
1607205842.842436,787,54.442138671875
1607205846.13623,792,46.54008483886719
1607205847.138702,794,48.37478256225586
1607205849.631563,798,46.48733139038086
1607205852.166584,802,46.554115295410156
1607205855.442613,808,46.388343811035156
1607205856.474891,809,46.46721267700195
1607205870.979957,832,46.20521545410156
1607205873.549866,836,46.057945251464844
1607205894.916872,869,45.7000617980957
1607205899.775688,876,45.953834533691406
1607205903.371951,882,45.65794372558594
1607205913.373256,896,45.61793899536133
1607205917.492829,900,45.704410552978516
1607205922.057242,907,45.57738494873047
1607205924.360206,909,45.8691520690918
1607205929.567007,917,45.26022720336914
1607205940.17266,931,45.23892593383789
1607205940.924692,932,45.12549591064453
1607205948.337183,942,45.18800354003906
1607205950.259865,945,45.181095123291016
1607205957.492294,954,45.19590377807617
1607205962.369266,962,46.417423248291016
1607205969.186786,971,45.17659378051758
1607205969.940775,972,44.90244674682617
1607205973.947642,978,44.84154510498047
1607205974.665411,979,45.05828094482422
1607205978.405454,984,44.91865921020508
1607205998.966684,1002,44.5019416809082
1607206001.572939,1005,44.529144287109375
1607206007.517238,1014,44.480995178222656
1607206030.60698,1044,44.09712219238281
1607206039.868854,1057,44.238365173339844
1607206044.295027,1063,44.118160247802734
1607206046.344237,1066,44.12246322631836
1607206047.553797,1068,43.980316162109375
1607206050.32514,1072,44.275089263916016
1607206054.844402,1078,43.96980285644531
1607206057.727529,1083,43.84724044799805
1607206065.240401,1093,43.81136703491211
1607206069.258088,1099,43.751338958740234
1607206073.047401,1104,43.70897674560547
1607206079.872079,1114,43.76362228393555
1607206111.752152,1156,43.322662353515625
1607206114.757601,1160,43.26567840576172
1607206115.667627,1161,43.00643539428711
1607206116.645276,1162,43.06438446044922
1607206129.791421,1180,42.88716506958008
1607206139.103339,1193,42.82292175292969
1607206149.122927,1206,42.72124481201172
1607206168.681538,1232,42.37867736816406
1607206177.207873,1244,42.24754333496094
1607206185.315423,1255,42.43464279174805
1607206188.079057,1258,42.10887145996094
1607206190.487699,1261,42.08097839355469
1607206205.63702,1281,42.02950668334961
1607206210.81935,1287,42.08127212524414
1607206216.18241,1294,41.82000732421875
1607206220.547766,1300,41.80605697631836
1607206233.534843,1316,41.65414810180664
1607206235.973655,1319,41.62956619262695
1607206244.731202,1330,41.409000396728516
1607206246.699048,1333,41.476863861083984
1607206248.785128,1336,41.566734313964844
1607206249.710289,1337,41.43995666503906
1607206288.365904,1385,40.92460632324219
1607206290.858346,1388,40.74860382080078
1607206293.084556,1391,40.672420501708984
1607206294.131022,1392,40.750404357910156
1607206312.394845,1414,40.687679290771484
1607206322.305734,1426,40.47147750854492
1607206330.440657,1436,40.44895553588867
1607206333.494093,1440,40.177276611328125
1607206352.902545,1465,40.74111557006836
1607206353.938625,1466,40.181610107421875
1607206363.629357,1477,39.970767974853516
1607206370.0958,1485,39.967655181884766
1607206373.160113,1489,41.0610466003418
1607206374.39705,1491,39.90468978881836
1607206400.637488,1523,39.57253646850586
1607206403.978814,1527,39.42695617675781
1607206426.36709,1552,39.22327423095703
1607206440.485747,1568,39.07169723510742
1607206441.787621,1569,39.00962829589844
1607206454.85131,1584,38.945308685302734
1607206458.553053,1588,38.77934265136719
1607206471.400493,1604,38.67390823364258
1607206472.430018,1605,38.739280700683594
1607206492.070524,1627,38.704715728759766
1607206496.934443,1632,38.147220611572266
1607206500.60838,1637,38.430946350097656
1607206502.946591,1640,38.26736831665039
1607206507.721983,1645,38.13727569580078
1607206510.166819,1648,38.173431396484375
1607206521.330659,1660,38.26211166381836
1607206528.553757,1668,38.017372131347656
1607206534.744146,1675,38.03646469116211
1607206540.728443,1682,37.90837097167969
1607206550.057894,1691,37.640499114990234
1607206552.60314,1695,37.565242767333984
1607206554.746771,1697,37.5496826171875
1607206555.950821,1699,37.554473876953125
1607206559.210831,1702,37.429630279541016
1607206565.549722,1709,37.76103210449219
1607206572.794611,1718,37.634849548339844
1607206582.070447,1728,37.175994873046875
1607206585.94384,1732,37.3165397644043
1607206588.351214,1734,37.491756439208984
1607206590.941308,1737,37.25259780883789
1607206595.795663,1742,37.10094451904297
1607206598.358801,1745,37.10157012939453
1607206599.522773,1746,37.13530731201172
1607206616.779467,1766,36.894229888916016
1607206626.036326,1775,36.673667907714844
1607206630.84724,1781,36.767967224121094
1607206637.863006,1788,36.679073333740234
1607206639.170253,1789,36.80722427368164
1607206646.765641,1798,36.532630920410156
1607206652.770179,1805,36.41001510620117
1607206673.217851,1826,36.321067810058594
1607206676.886961,1830,36.231082916259766
1607206685.84214,1840,36.23114776611328
1607206689.610561,1844,36.1038818359375
1607206697.623513,1853,36.019588470458984
1607206710.473297,1866,35.8951301574707
1607206713.056319,1869,35.65409851074219
1607206717.946027,1875,35.937843322753906
1607206720.59104,1877,35.60055160522461
1607206754.756415,1911,35.38691329956055
1607206759.76281,1917,35.351280212402344
1607206776.249959,1934,35.100990295410156
1607206786.868664,1944,35.12371826171875
1607206789.569084,1947,34.87241744995117
1607206791.009036,1949,35.11583709716797
1607206808.220224,1967,34.643585205078125
1607206821.598815,1981,34.630889892578125
1607206824.373749,1983,34.563480377197266
1607206850.147452,2001,34.40139389038086
1607206853.902678,2005,34.265472412109375
1607206862.371788,2013,34.20925521850586
1607206879.43143,2030,34.066551208496094
1607206885.316242,2036,33.94172668457031
1607206909.990157,2060,33.72576904296875
1607206922.466455,2073,33.574424743652344
1607206926.631213,2076,33.655357360839844
1607206926.874554,2077,33.46727752685547
1607206929.407599,2079,33.576210021972656
1607206930.91824,2081,33.347145080566406
1607206935.060132,2085,33.55185317993164
1607206939.477778,2089,33.46647262573242
1607206946.998277,2096,33.296791076660156
1607206962.687919,2111,33.007320404052734
1607207001.284253,2145,32.90400695800781
1607207005.264331,2149,32.724464416503906
1607207012.901016,2156,32.658199310302734
1607207022.024038,2165,32.58123016357422
1607207035.675371,2177,32.5369987487793
1607207045.956022,2187,32.361690521240234
1607207048.545348,2189,32.36644744873047
1607207049.95693,2191,32.40652084350586
1607207055.405994,2196,32.62366485595703
1607207058.258396,2199,32.1522216796875
1607207066.829779,2207,32.35085678100586
1607207071.295804,2211,32.33806228637695
1607207093.802343,2231,31.94252586364746
1607207099.376371,2236,31.798187255859375
1607207100.864743,2237,31.788904190063477
1607207102.357142,2239,31.78997039794922
1607207105.475196,2242,31.6387882232666
1607207109.784531,2246,31.747318267822266
1607207111.187332,2247,31.722633361816406
1607207118.202893,2254,31.74813461303711
1607207121.086428,2257,31.752687454223633
1607207127.38561,2262,31.54218292236328
1607207147.709904,2281,31.324003219604492
1607207158.751438,2291,31.338031768798828
1607207164.652864,2297,31.273576736450195
1607207171.317176,2303,31.346466064453125
1607207175.668165,2307,31.086444854736328
1607207187.669765,2319,30.991060256958008
1607207190.135054,2320,31.08980369567871
1607207216.948603,2345,30.70252799987793
1607207226.689206,2354,30.894006729125977
1607207264.583228,2389,30.27393341064453
1607207265.964298,2390,30.183412551879883
1607207267.880906,2392,30.4342098236084
1607207318.297881,2436,29.90985107421875
1607207328.98853,2444,29.877426147460938
1607207336.160738,2451,30.038352966308594
1607207338.971073,2453,29.83002471923828
1607207340.94348,2455,29.8691349029541
